CustomerID,Recency,Frequency,Monetary,Cluster,Persona,Recommended_Action
12520,79,5.0,2634.260000000001,1,Recent active customers,Upsell and crosse sell opportunities
12521,143,1.0,599.68,2,At-risk customers,Win back campaigns
12522,39,1.9999999999999996,192.71999999999994,2,At-risk customers,Win back campaigns
12523,19,23.000000000000004,4352.35,1,Recent active customers,Upsell and crosse sell opportunities
12524,9,16.999999999999996,11126.110000000006,1,Recent active customers,Upsell and crosse sell opportunities
12525,498,3.0,973.73,0,High value loyal customers,Retention and Premium Offers
12526,1,3.0,1316.6600000000005,2,At-risk customers,Win back campaigns
12527,82,5.0,735.5099999999998,2,At-risk customers,Win back campaigns
12528,9,6.0,1933.4799999999996,1,Recent active customers,Upsell and crosse sell opportunities
12529,528,1.0,316.48,0,High value loyal customers,Retention and Premium Offers
12530,60,9.000000000000002,3759.259999999999,1,Recent active customers,Upsell and crosse sell opportunities
12531,15,1.9999999999999996,1933.2000000000007,2,At-risk customers,Win back campaigns
12532,30,1.0,349.83,2,At-risk customers,Win back campaigns
12533,628,1.9999999999999996,1367.8899999999994,0,High value loyal customers,Retention and Premium Offers
12534,131,1.0,1089.18,2,At-risk customers,Win back campaigns
12535,92,1.9999999999999996,716.3499999999998,2,At-risk customers,Win back campaigns
12536,43,3.0,12601.830000000009,1,Recent active customers,Upsell and crosse sell opportunities
12537,409,1.0,732.9400000000002,0,High value loyal customers,Retention and Premium Offers
12538,29,1.9999999999999996,640.4499999999998,2,At-risk customers,Win back campaigns
12539,22,6.999999999999998,11214.749999999993,1,Recent active customers,Upsell and crosse sell opportunities
12540,20,33.00000000000001,22254.489999999983,1,Recent active customers,Upsell and crosse sell opportunities
12541,30,3.0,981.1799999999996,2,At-risk customers,Win back campaigns
12542,484,1.9999999999999996,481.88000000000017,0,High value loyal customers,Retention and Premium Offers
12543,448,1.0,980.2499999999998,0,High value loyal customers,Retention and Premium Offers
12544,36,1.0,372.70000000000016,2,At-risk customers,Win back campaigns
12545,75,1.9999999999999996,1000.3900000000003,2,At-risk customers,Win back campaigns
12546,47,1.9999999999999996,1161.4999999999995,2,At-risk customers,Win back campaigns
12547,198,3.0,383.5799999999998,2,At-risk customers,Win back campaigns
12548,166,1.0,95.19999999999997,2,At-risk customers,Win back campaigns
12549,576,6.0,1575.6799999999998,0,High value loyal customers,Retention and Premium Offers
12550,79,1.0,964.8299999999998,2,At-risk customers,Win back campaigns
12551,358,1.0,168.0,0,High value loyal customers,Retention and Premium Offers
12552,39,1.9999999999999996,437.82000000000016,2,At-risk customers,Win back campaigns
12553,8,12.0,4608.750000000004,1,Recent active customers,Upsell and crosse sell opportunities
12554,449,1.0,468.5,0,High value loyal customers,Retention and Premium Offers
12555,682,1.0,129.23000000000002,0,High value loyal customers,Retention and Premium Offers
12556,50,1.9999999999999996,599.56,2,At-risk customers,Win back campaigns
12557,16,8.000000000000002,18096.139999999985,1,Recent active customers,Upsell and crosse sell opportunities
12558,8,1.0,269.96,2,At-risk customers,Win back campaigns
12559,311,1.9999999999999996,561.7100000000002,0,High value loyal customers,Retention and Premium Offers
12560,5,3.0,2134.01,2,At-risk customers,Win back campaigns
12561,303,1.0,238.85,0,High value loyal customers,Retention and Premium Offers
12562,8,9.000000000000002,4966.92,1,Recent active customers,Upsell and crosse sell opportunities
12563,409,1.0,249.24000000000004,0,High value loyal customers,Retention and Premium Offers
12564,261,1.0,456.9000000000001,0,High value loyal customers,Retention and Premium Offers
12565,289,1.0,145.92,0,High value loyal customers,Retention and Premium Offers
12566,86,1.0,351.64999999999986,2,At-risk customers,Win back campaigns
12567,23,14.999999999999998,11767.480000000007,1,Recent active customers,Upsell and crosse sell opportunities
12568,645,1.0,70.0,0,High value loyal customers,Retention and Premium Offers
12569,2,32.0,4124.689999999999,1,Recent active customers,Upsell and crosse sell opportunities
12570,682,1.0,77.52000000000001,0,High value loyal customers,Retention and Premium Offers
12571,40,1.9999999999999996,519.6100000000002,2,At-risk customers,Win back campaigns
12572,9,1.9999999999999996,1020.4199999999998,2,At-risk customers,Win back campaigns
12573,227,5.0,717.41,2,At-risk customers,Win back campaigns
12574,316,1.0,218.45000000000002,0,High value loyal customers,Retention and Premium Offers
12575,457,1.9999999999999996,622.8199999999999,0,High value loyal customers,Retention and Premium Offers
12576,36,8.000000000000002,2142.7199999999993,1,Recent active customers,Upsell and crosse sell opportunities
12577,35,8.000000000000002,1617.1000000000006,1,Recent active customers,Upsell and crosse sell opportunities
12578,21,3.9999999999999996,4642.449999999999,1,Recent active customers,Upsell and crosse sell opportunities
12579,78,1.0,440.4200000000002,2,At-risk customers,Win back campaigns
12580,247,1.9999999999999996,1052.9000000000003,2,At-risk customers,Win back campaigns
12581,40,1.0,197.71000000000006,2,At-risk customers,Win back campaigns
12582,239,3.9999999999999996,1980.3999999999999,2,At-risk customers,Win back campaigns
12583,3,26.999999999999996,13591.579999999998,1,Recent active customers,Upsell and crosse sell opportunities
12584,4,9.000000000000002,2338.1500000000005,1,Recent active customers,Upsell and crosse sell opportunities
12585,234,1.9999999999999996,2040.1,2,At-risk customers,Win back campaigns
12586,17,3.9999999999999996,2062.6699999999996,2,At-risk customers,Win back campaigns
12587,8,1.0,143.99999999999997,2,At-risk customers,Win back campaigns
12588,39,3.9999999999999996,958.7800000000001,2,At-risk customers,Win back campaigns
12589,29,8.000000000000002,4695.660000000001,1,Recent active customers,Upsell and crosse sell opportunities
12590,211,1.9999999999999996,9864.259999999993,1,Recent active customers,Upsell and crosse sell opportunities
12591,317,3.0,1338.9500000000003,2,At-risk customers,Win back campaigns
12592,92,5.0,2582.6600000000008,1,Recent active customers,Upsell and crosse sell opportunities
12593,109,3.0,418.1000000000001,2,At-risk customers,Win back campaigns
12594,38,14.999999999999998,5090.110000000003,1,Recent active customers,Upsell and crosse sell opportunities
12595,505,1.0,299.02,0,High value loyal customers,Retention and Premium Offers
12596,51,1.9999999999999996,618.27,2,At-risk customers,Win back campaigns
12597,19,3.9999999999999996,3811.2199999999993,1,Recent active customers,Upsell and crosse sell opportunities
12598,10,11.0,4534.090000000001,1,Recent active customers,Upsell and crosse sell opportunities
12599,29,13.000000000000004,2296.719999999999,1,Recent active customers,Upsell and crosse sell opportunities
12600,29,21.000000000000004,4967.419999999998,1,Recent active customers,Upsell and crosse sell opportunities
12601,190,6.0,681.2599999999998,2,At-risk customers,Win back campaigns
12602,59,1.0,153.11999999999998,2,At-risk customers,Win back campaigns
12603,22,1.0,739.2000000000003,2,At-risk customers,Win back campaigns
12604,79,1.9999999999999996,254.18000000000012,2,At-risk customers,Win back campaigns
12605,376,3.9999999999999996,1232.9499999999996,0,High value loyal customers,Retention and Premium Offers
12606,682,1.0,21.000000000000004,0,High value loyal customers,Retention and Premium Offers
12607,60,1.0,1579.5099999999993,2,At-risk customers,Win back campaigns
12608,405,1.0,415.79,0,High value loyal customers,Retention and Premium Offers
12609,78,9.000000000000002,3435.8600000000024,1,Recent active customers,Upsell and crosse sell opportunities
12610,23,5.0,2099.5400000000004,2,At-risk customers,Win back campaigns
12611,52,1.0,1193.3199999999995,2,At-risk customers,Win back campaigns
12612,74,1.0,704.04,2,At-risk customers,Win back campaigns
12613,57,10.000000000000002,6817.369999999995,1,Recent active customers,Upsell and crosse sell opportunities
12614,278,1.0,315.59999999999997,0,High value loyal customers,Retention and Premium Offers
12615,2,8.000000000000002,5740.979999999994,1,Recent active customers,Upsell and crosse sell opportunities
12616,95,3.0,1131.1000000000001,2,At-risk customers,Win back campaigns
12617,29,1.0,352.98,2,At-risk customers,Win back campaigns
12618,22,1.0,177.30999999999995,2,At-risk customers,Win back campaigns
12619,16,10.000000000000002,3781.3800000000033,1,Recent active customers,Upsell and crosse sell opportunities
12620,15,3.0,1339.4099999999999,2,At-risk customers,Win back campaigns
12621,2,35.0,24311.199999999997,1,Recent active customers,Upsell and crosse sell opportunities
12622,232,1.0,180.0999999999999,0,High value loyal customers,Retention and Premium Offers
12623,276,6.999999999999998,3747.8399999999974,1,Recent active customers,Upsell and crosse sell opportunities
12624,106,1.9999999999999996,641.1299999999998,2,At-risk customers,Win back campaigns
12625,212,3.9999999999999996,5164.880000000002,1,Recent active customers,Upsell and crosse sell opportunities
12626,23,9.000000000000002,6620.4800000000005,1,Recent active customers,Upsell and crosse sell opportunities
12627,11,6.999999999999998,4478.530000000003,1,Recent active customers,Upsell and crosse sell opportunities
12628,4,3.0,786.46,2,At-risk customers,Win back campaigns
12629,386,1.9999999999999996,1558.22,0,High value loyal customers,Retention and Premium Offers
12630,10,1.9999999999999996,1270.8799999999997,2,At-risk customers,Win back campaigns
12631,57,6.0,3481.5700000000015,1,Recent active customers,Upsell and crosse sell opportunities
12632,521,1.9999999999999996,804.8799999999998,0,High value loyal customers,Retention and Premium Offers
12633,59,6.999999999999998,5678.159999999996,1,Recent active customers,Upsell and crosse sell opportunities
12634,536,1.9999999999999996,489.9999999999999,0,High value loyal customers,Retention and Premium Offers
12635,90,3.9999999999999996,2930.4100000000008,2,At-risk customers,Win back campaigns
12636,739,1.0,141.00000000000003,0,High value loyal customers,Retention and Premium Offers
12637,67,12.0,8283.809999999996,1,Recent active customers,Upsell and crosse sell opportunities
12638,33,1.9999999999999996,921.4900000000004,2,At-risk customers,Win back campaigns
12639,239,3.0,1312.3699999999994,2,At-risk customers,Win back campaigns
12640,24,3.0,1174.5799999999995,2,At-risk customers,Win back campaigns
12641,115,1.0,185.9,2,At-risk customers,Win back campaigns
12642,25,3.0,1013.2600000000003,2,At-risk customers,Win back campaigns
12643,128,12.0,8304.82,1,Recent active customers,Upsell and crosse sell opportunities
12644,130,3.9999999999999996,1918.4899999999998,2,At-risk customers,Win back campaigns
12645,34,8.000000000000002,3539.2999999999997,1,Recent active customers,Upsell and crosse sell opportunities
12646,5,1.9999999999999996,1346.9700000000003,2,At-risk customers,Win back campaigns
12647,22,36.0,16955.550000000014,1,Recent active customers,Upsell and crosse sell opportunities
12648,155,3.9999999999999996,1112.0000000000002,2,At-risk customers,Win back campaigns
12649,107,8.000000000000002,2294.6499999999996,1,Recent active customers,Upsell and crosse sell opportunities
12650,3,1.0,314.4400000000001,2,At-risk customers,Win back campaigns
12651,335,3.9999999999999996,377.7499999999999,0,High value loyal customers,Retention and Premium Offers
12652,331,1.9999999999999996,1017.0300000000002,0,High value loyal customers,Retention and Premium Offers
12653,149,3.0,4160.830000000003,2,At-risk customers,Win back campaigns
12654,11,5.0,601.9799999999999,2,At-risk customers,Win back campaigns
12655,424,1.0,261.35,0,High value loyal customers,Retention and Premium Offers
12656,17,8.000000000000002,6407.830000000003,1,Recent active customers,Upsell and crosse sell opportunities
12657,11,3.9999999999999996,1643.18,2,At-risk customers,Win back campaigns
12658,19,1.0,686.0500000000002,2,At-risk customers,Win back campaigns
12659,30,1.0,91.67999999999998,2,At-risk customers,Win back campaigns
12660,11,1.0,245.10000000000005,2,At-risk customers,Win back campaigns
12661,436,1.0,162.0,0,High value loyal customers,Retention and Premium Offers
12662,1,20.0,6726.5399999999945,1,Recent active customers,Upsell and crosse sell opportunities
12663,625,1.9999999999999996,239.39999999999998,0,High value loyal customers,Retention and Premium Offers
12664,8,11.0,6070.039999999995,1,Recent active customers,Upsell and crosse sell opportunities
12665,325,3.0,313.5999999999999,0,High value loyal customers,Retention and Premium Offers
12666,394,1.0,1248.4200000000003,0,High value loyal customers,Retention and Premium Offers
12667,58,1.0,620.1299999999998,2,At-risk customers,Win back campaigns
12668,12,10.000000000000002,11383.029999999999,1,Recent active customers,Upsell and crosse sell opportunities
12669,151,3.0,2744.0299999999997,2,At-risk customers,Win back campaigns
12670,10,6.999999999999998,3760.2900000000013,1,Recent active customers,Upsell and crosse sell opportunities
12671,606,1.0,2622.4810000000007,0,High value loyal customers,Retention and Premium Offers
12672,330,1.9999999999999996,437.05000000000007,0,High value loyal customers,Retention and Premium Offers
12673,5,3.0,1230.02,2,At-risk customers,Win back campaigns
12674,39,3.9999999999999996,1970.6,2,At-risk customers,Win back campaigns
12675,554,1.9999999999999996,957.2499999999998,0,High value loyal customers,Retention and Premium Offers
12676,25,11.0,2843.090000000001,1,Recent active customers,Upsell and crosse sell opportunities
12677,555,1.9999999999999996,395.10000000000014,0,High value loyal customers,Retention and Premium Offers
12678,42,21.000000000000004,34281.180000000015,1,Recent active customers,Upsell and crosse sell opportunities
12679,59,3.9999999999999996,1113.0200000000004,2,At-risk customers,Win back campaigns
12680,1,3.9999999999999996,880.8099999999998,2,At-risk customers,Win back campaigns
12681,15,45.0,29834.760000000006,1,Recent active customers,Upsell and crosse sell opportunities
12682,4,52.00000000000001,22950.22000000001,1,Recent active customers,Upsell and crosse sell opportunities
12683,4,21.000000000000004,11633.700000000004,1,Recent active customers,Upsell and crosse sell opportunities
12684,8,6.999999999999998,2283.6300000000006,1,Recent active customers,Upsell and crosse sell opportunities
12685,28,6.0,2863.0799999999995,1,Recent active customers,Upsell and crosse sell opportunities
12686,372,1.0,89.14,0,High value loyal customers,Retention and Premium Offers
12687,481,1.9999999999999996,2138.909999999999,0,High value loyal customers,Retention and Premium Offers
12688,114,1.0,4873.810000000001,2,At-risk customers,Win back campaigns
12689,26,1.9999999999999996,1247.61,2,At-risk customers,Win back campaigns
12690,206,1.0,389.0099999999998,2,At-risk customers,Win back campaigns
12691,28,6.999999999999998,1170.4000000000005,2,At-risk customers,Win back campaigns
12692,637,1.0,110.95000000000005,0,High value loyal customers,Retention and Premium Offers
12693,127,6.999999999999998,1703.0199999999995,1,Recent active customers,Upsell and crosse sell opportunities
12694,70,3.0,1843.35,2,At-risk customers,Win back campaigns
12695,7,6.999999999999998,1407.1200000000003,1,Recent active customers,Upsell and crosse sell opportunities
12696,435,1.9999999999999996,851.9099999999996,0,High value loyal customers,Retention and Premium Offers
12697,29,3.0,957.5899999999999,2,At-risk customers,Win back campaigns
12698,590,1.0,339.7500000000001,0,High value loyal customers,Retention and Premium Offers
12699,418,1.0,638.11,0,High value loyal customers,Retention and Premium Offers
12700,8,3.9999999999999996,4939.990000000002,1,Recent active customers,Upsell and crosse sell opportunities
12701,80,6.0,2446.409999999999,1,Recent active customers,Upsell and crosse sell opportunities
12702,20,1.0,218.9999999999999,2,At-risk customers,Win back campaigns
